,Application Number,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,DOB,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,Application Status,age,Vehicle Age,is_npl
9267,25650820REUM00025,29100.0,28863.62,24,M,1983-09-16,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,40,7,0
9276,25650820ULMB00089,29300.0,29287.62,36,M,1997-07-15,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-08-20,S1,PL,APPLICATION_COMPLETED,26,7,0
9282,25650820ULMB00094,26000.0,25837.5,24,M,2000-08-08,พนักงานบริษัท,11000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-08-20,S1,PL,APPLICATION_COMPLETED,23,10,0
9285,25650820ULMB00102,24800.0,24800.0,36,M,1984-02-12,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,39,11,0
9291,25650820REUC00078,130000.0,129471.1,60,F,1990-08-29,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2004,BA,190500,S1,2023-01-08,S2,PL,APPLICATION_COMPLETED,33,19,0
9295,25650820ULCR00090,190000.0,189232.38,60,M,1956-01-16,เกษตรกร,30000.0,PU,MITSUBISHI,TRITON,2010,AY,280500,S1,2023-01-09,S2,PL,APPLICATION_COMPLETED,67,13,0
9306,25650820ULMB00118,30000.0,24130.84,18,M,1999-02-20,อื่นๆ,20000.0,MC,HONDA,PCX 150,2016,CF,56000,S1,2022-08-20,S1,PL,APPLICATION_COMPLETED,24,7,0
9321,25650820REUM00038,80000.0,80000.0,36,F,1997-03-03,STREET VENDOR,20000.0,MC,HONDA,CBR 650,2013,AH,137500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,26,10,0
9322,25650821ULMB00004,25000.0,22864.94,36,M,1972-03-15,STREET VENDOR,30000.0,MC,HONDA,SCOOPY I,2019,CK,38500,S1,2022-08-21,S1,PL,APPLICATION_COMPLETED,51,4,0
9329,25650821ULCR00004,145000.0,144996.85,60,M,1982-11-22,พนักงานบริษัท,20000.0,CAR,TOYOTA,VIOS,2011,BD,223500,S1,2022-08-21,S1,PL,APPLICATION_COMPLETED,41,12,0
9336,25650821ULMB00021,25000.0,23603.87,24,M,1992-10-16,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-08-21,S1,PL,APPLICATION_COMPLETED,31,5,0
9346,25650821ULMB00028,14000.0,13144.11,12,M,1986-07-30,พนักงานบริษัท,20000.0,MC,HONDA,ZOOMER X 110I,2013,BF,19500,S2,2022-12-28,S1,PL,APPLICATION_COMPLETED,37,10,0
9367,25650821ULMB00040,15000.0,14990.82,12,M,1985-10-16,พนักงานรัฐวิสาหกิจ,20000.0,MC,HONDA,CLICK 125I,2014,AO,26000,S1,2022-08-21,S1,PL,APPLICATION_COMPLETED,38,9,0
9374,25650821ULMB00050,31000.0,31000.0,36,F,1984-09-14,พนักงานบริษัท,10000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,39,4,0
9381,25650821REUC00027,76000.0,74937.49,60,F,1983-09-04,STREET VENDOR,30000.0,PU,MITSUBISHI,STRADA,2004,AN,127000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,40,19,0
9391,25650821REUM00011,30000.0,29822.28,36,M,1995-12-11,อื่นๆ,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,28,6,0
9393,25650821ULMB00068,32200.0,32050.71,36,F,1982-10-26,พนักงานรัฐวิสาหกิจ,24000.0,CAR,TOYOTA,VIOS,2011,FN,242500,S2,2022-12-30,S1,PL,APPLICATION_COMPLETED,41,12,0
9416,25650821ULMB00077,30000.0,28963.51,24,M,1980-09-27,พนักงานบริษัท,36000.0,MC,HONDA,LEAD 125,2021,CT,44000,S1,2023-01-09,S2,PL,APPLICATION_COMPLETED,43,2,0
9442,25650822ULMB00002,30000.0,27391.91,24,F,1993-12-18,อื่นๆ,25000.0,MC,HONDA,WAVE 125 I,2020,EC,40900,S1,2022-08-22,S1,PL,APPLICATION_COMPLETED,30,3,0
9444,25650822REUM00002,28800.0,27293.26,12,F,1990-02-24,อื่นๆ,15000.0,MC,HONDA,SCOOPY I,2019,CK,38500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,33,4,0
9455,25650822ULMB00015,30000.0,27128.94,24,F,1982-06-09,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-08-22,S1,PL,APPLICATION_COMPLETED,41,7,0
9465,25650822REUM00005,30000.0,27453.98,36,M,1975-10-05,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-08-22,S1,PL,APPLICATION_COMPLETED,48,5,0
9479,25650822ULMB00047,18000.0,17326.33,36,M,1981-06-24,พนักงานบริษัท,20000.0,MC,YAMAHA,GT 125,2016,CP,24000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,42,7,0
9490,25650822ULCR00040,110000.0,110000.0,48,F,1975-03-08,พนักงานรัฐวิสาหกิจ,27000.0,CAR,TOYOTA,COROLLA ALTIS,2007,CD,174000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,48,16,0
9491,25650822ULMB00052,32000.0,32000.0,36,F,1991-12-23,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,32,5,0
9531,25650822REUM00007,30000.0,28567.64,36,F,1968-03-05,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-08-22,S1,PL,APPLICATION_COMPLETED,55,4,0
9569,25650822ULMB00117,26000.0,26000.0,36,M,1997-07-10,อื่นๆ,9000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,26,5,0
9616,25650822ULCR00101,100000.0,100000.0,60,M,1985-02-08,เกษตรกร,30000.0,PU,TOYOTA,HILUX TIGER,2001,JJ,170000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,38,22,0
9618,25650822ULMB00134,29000.0,26473.85,24,F,1955-01-01,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-08-22,S1,PL,APPLICATION_COMPLETED,68,7,0
9619,25650822ULCR00104,200000.0,196875.98,36,F,1966-09-14,เกษตรกร,20000.0,PU,FORD,RANGER,2013,AV,413500,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,57,10,0
9620,25650822REUC00102,270000.0,270000.0,60,F,1974-02-10,อื่นๆ,44500.0,PU,ISUZU,MU-7,2010,BI,343000,S1,2023-01-12,S2,PL,APPLICATION_COMPLETED,49,13,0
9626,25650822ULCR00111,39700.0,39700.0,60,M,1997-09-15,พนักงานบริษัท,10000.0,CAR,PROTON,PERSONA,2010,AM,132500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,26,13,0
9644,25650822ULMB00133,97000.0,97000.0,36,F,1971-02-10,อื่นๆ,20000.0,MC,YAMAHA,X-MAX 300,2020,BZ,137500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,52,3,0
9669,25650822ULMB00136,31000.0,29666.82,36,M,2000-01-22,STREET VENDOR,9000.06,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-08-22,S1,PL,APPLICATION_COMPLETED,23,5,0
9679,25650822REUM00048,30000.0,29280.11,24,F,1997-05-25,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2023-01-13,S2,PL,APPLICATION_COMPLETED,26,6,0
9683,25650822REUC00116,100000.0,100000.0,36,F,1991-05-13,อื่นๆ,22000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,32,4,0
9702,25650822ULCR00155,172000.0,172000.0,48,M,1980-02-10,ข้าราชการ,39000.0,CAR,FORD,ESCAPE,2011,AO,265500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,43,12,0
9706,25650822ULMB00193,24000.0,24000.0,36,F,1993-09-23,อื่นๆ,15000.0,MC,HONDA,CLICK 125I,2017,BD,32000,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,30,6,1
9709,25650822ULMB00199,11000.0,11000.0,24,F,1984-07-29,อื่นๆ,15000.0,MC,YAMAHA,FINO (4DO),2009,AA,17000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,39,14,0
9732,25650822ULMB00220,25000.0,24932.47,24,M,1989-05-11,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-08-22,S1,PL,APPLICATION_COMPLETED,34,11,0
9734,25650822REUM00049,31000.0,30920.12,36,F,1974-12-05,อื่นๆ,7000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,49,5,0
9738,25650822REUM00057,17800.0,17800.0,24,M,1998-12-09,พนักงานบริษัท,12000.0,MC,GPX,DEMON 150,2017,AB,25500,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,25,6,1
9743,25650822REUC00094,278000.0,278000.0,60,M,1957-10-28,STREET VENDOR,25000.0,PU,ISUZU,D-MAX,2015,AD,348000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,66,8,0
9751,25650822ULMB00233,15000.0,14650.45,18,F,1992-01-01,พนักงานบริษัท,40000.0,MC,HONDA,CLICK 125I,2013,AJ,21000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,31,10,0
9774,25650819ULMB00109,29000.0,29000.0,36,F,1975-10-24,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,48,7,0
9787,25650822REUC00172,109000.0,109000.0,60,F,1988-11-09,ข้าราชการ,35060.0,CAR,TOYOTA,VIOS,2007,DJ,169000,S1,2023-01-15,S2,PL,APPLICATION_COMPLETED,35,16,0
9794,25650823REUM00004,30000.0,27342.46,24,M,2000-09-08,อื่นๆ,16000.0,MC,HONDA,PCX 150,2014,CE,48500,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,23,9,0
9800,25650823REUC00004,228000.0,226690.96,60,M,1996-05-07,พนักงานบริษัท,15000.0,CAR,HONDA,CITY,2012,BS,302000,S2,2022-11-09,S1,PL,APPLICATION_COMPLETED,27,11,0
9804,25650823ULMB00010,26600.0,25979.09,36,M,1995-07-30,พนักงานบริษัท,14000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,28,10,0
9810,25650823ULCR00033,33000.0,24413.33,12,F,1983-07-20,พนักงานบริษัท,15000.0,CAR,CHEVROLET,AVEO,2010,AF,111000,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,40,13,0
9817,25650823ULMB00020,40000.0,36813.3,36,M,1998-03-14,พนักงานบริษัท,20000.0,MC,HONDA,PCX 150,2017,CQ,61500,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,25,6,0
9826,25650823ULMB00019,15000.0,15000.0,18,F,1981-05-07,อื่นๆ,13000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,42,13,0
9858,25650823ULMB00053,25000.0,24175.25,36,F,1980-12-12,เกษตรกร,7000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,43,11,0
9872,25650823ULMB00050,4500.0,3878.78,12,F,1971-04-30,เกษตรกร,10000.0,MC,HONDA,WAVE 100,2004,AB,15000,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,52,19,0
9887,25650823REUM00018,21000.0,18771.39,24,F,1974-04-10,อื่นๆ,9000.0,MC,YAMAHA,FINN 115I,2018,AI,28500,S1,2022-11-21,S2,PL,APPLICATION_COMPLETED,49,5,0
9888,25650823ULMB00055,29000.0,28396.29,36,M,1992-06-05,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,31,7,0
9896,25650823REUM00017,14000.0,13571.85,24,F,1993-02-03,อื่นๆ,15000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,30,10,0
9901,25650823ULMB00077,24800.0,24800.0,36,F,1993-10-08,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,30,11,0
9907,25650823ULMB00067,30000.0,29942.98,36,F,1971-05-17,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,52,6,0
9912,25650822ULMB00238,29000.0,22581.91,12,M,1975-06-06,อื่นๆ,30000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,48,7,0
9914,25650823REUM00026,29900.0,29201.42,36,F,1987-12-16,พนักงานบริษัท,12000.0,MC,HONDA,SCOOPY I,2019,AM,46000,S1,2023-01-09,S2,PL,APPLICATION_COMPLETED,36,4,0
9916,25650823ULMB00076,26000.0,23055.78,24,F,1990-08-16,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,33,5,0
9928,25650823ULMB00092,15000.0,15000.0,36,M,1999-01-29,อื่นๆ,16000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,24,12,0
9931,25650823REUC00078,140000.0,138930.54,60,M,1969-01-16,อื่นๆ,37000.0,CAR,TOYOTA,VIOS,2010,DV,210500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,54,13,0
9946,25650823ULMB00098,24800.0,24800.0,36,M,2000-11-06,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,23,10,0
9947,25650823ULMB00087,30000.0,29987.8,18,M,1999-03-19,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,24,4,0
9964,25650823REUC00085,280000.0,280000.0,48,M,1986-05-04,อื่นๆ,30000.0,PU,ISUZU,D-MAX,2018,AG,405000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,37,5,0
9974,25650823ULMB00111,27000.0,26928.07,36,F,1992-03-18,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,31,11,0
9975,25650823ULMB00118,31500.0,31500.0,36,F,1978-03-15,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,45,6,0
9977,25650823ULCR00117,155000.0,155000.0,60,M,1962-10-21,พนักงานบริษัท,18000.0,CAR,NISSAN,TIIDA,2010,AC,220000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,61,13,0
9978,25650823ULMB00108,11000.0,10001.69,24,F,1990-07-17,STREET VENDOR,55000.0,MC,GPX,DEMON 125,2016,AF,16000,S1,2022-08-23,S1,PL,APPLICATION_COMPLETED,33,7,0
9988,25650823REUC00126,230000.0,230000.0,60,M,1980-03-17,อื่นๆ,15000.0,PU,TOYOTA,HILUX VIGO,2008,ES,300500,S1,2023-01-10,S2,PL,APPLICATION_COMPLETED,43,15,0
9995,25650823REUC00114,190000.0,190000.0,60,F,1968-02-25,STREET VENDOR,35000.0,PU,TOYOTA,HILUX VIGO,2006,CI,237000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,55,17,0
9998,25650823ULMB00126,34000.0,33407.09,36,M,1992-10-19,ข้าราชการ,20000.0,MC,HONDA,SCOOPY CLUB 12,2021,BX,45500,S1,2023-01-05,S2,PL,APPLICATION_COMPLETED,31,2,0
9999,25650823REUC00091,280000.0,280000.0,60,M,1992-10-03,อื่นๆ,50000.0,PU,ISUZU,D-MAX,2011,AM,353500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,31,12,0
10006,25650823ULMB00116,38500.0,38500.0,36,M,1971-02-14,STREET VENDOR,13000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,52,5,0
10010,25650823ULMB00143,20000.0,20000.0,36,F,1980-06-16,พนักงานบริษัท,16000.0,MC,YAMAHA,GRAND FILANO 125,2014,AM,27500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,43,9,0
10011,25650823ULMB00139,40000.0,39656.03,24,F,1983-03-17,STREET VENDOR,25000.0,MC,VESPA,LX 125,2018,AE,65500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,40,5,0
10012,25650823ULCR00169,100000.0,100000.0,60,F,1959-03-09,STREET VENDOR,40000.0,PU,NISSAN,FRONTIER,2006,AA,178000,S1,2023-01-15,S2,PL,APPLICATION_COMPLETED,64,17,0
10013,25650823ULMB00144,31600.0,31600.0,36,F,1996-08-14,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,27,6,0
10014,25650823ULMB00135,38500.0,38386.21,36,M,1971-02-14,STREET VENDOR,13000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,52,5,0
10032,25650823ULCR00160,110000.0,108882.28,60,M,1993-06-23,STREET VENDOR,20000.0,CAR,TOYOTA,VIOS,2007,DK,155500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,30,16,0
10038,25650823REUC00137,260000.0,260000.0,60,F,1968-11-09,STREET VENDOR,10000.0,PU,TOYOTA,HILUX VIGO,2011,ET,326500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,55,12,0
10076,25650824ULMB00030,26000.0,25089.0,24,M,1970-09-02,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-08-24,S1,PL,APPLICATION_COMPLETED,53,10,0
10079,25650824ULCR00027,147000.0,147000.0,60,F,1987-01-11,บุคลากรทางการแพทย์,25000.0,CAR,HONDA,JAZZ,2008,BE,226500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,36,15,0
10092,25650824ULMB00040,40000.0,40000.0,36,M,1973-04-29,พนักงานบริษัท,15000.0,MC,HONDA,CBR 150,2019,AV,53500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,50,4,0
10093,25650824ULMB00052,27000.0,26353.77,36,F,1984-07-29,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,2023-01-08,S2,PL,APPLICATION_COMPLETED,39,8,0
10094,25650823ULMB00137,15000.0,14284.87,36,F,1980-04-23,พนักงานบริษัท,17000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-08-24,S1,PL,APPLICATION_COMPLETED,43,13,0
10104,25650824ULMB00044,18000.0,18000.0,24,F,1986-08-06,อื่นๆ,9000.0,MC,HONDA,SCOOPY I,2016,CP,32000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,37,7,0
10110,25650824ULMB00054,33000.0,33000.0,36,M,1979-09-16,พนักงานบริษัท,18000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,44,9,1
10119,25650824ULMB00063,30000.0,29691.83,24,M,1983-02-24,อื่นๆ,70000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,40,6,0
10120,25650824ULMB00064,29000.0,29000.0,36,M,2000-10-10,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2016,CJ,39000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,23,7,0
10131,25650824REUC00039,200000.0,200000.0,60,M,1991-03-16,เกษตรกร,25000.0,PU,ISUZU,D-MAX,2005,BQ,258000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,32,18,0
10159,25650824ULMB00093,24800.0,24712.77,36,F,1976-08-27,STREET VENDOR,13000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,47,10,0
10169,25650824ULCR00078,26000.0,24606.62,18,M,1960-04-08,STREET VENDOR,15000.0,CAR,HONDA,CITY,2000,DR,87000,S1,2022-08-24,S1,PL,APPLICATION_COMPLETED,63,23,0
10181,25650824ULMB00096,26000.0,25048.45,36,F,1976-06-25,ข้าราชการ,24730.0,MC,YAMAHA,QBIX 125 S,2017,CU,34500,S1,2022-08-24,S1,PL,APPLICATION_COMPLETED,47,6,0
10182,25650824ULMB00099,30000.0,28722.22,36,M,1972-07-21,พนักงานบริษัท,30000.0,MC,YAMAHA,AEROX 155,2016,CC,41000,S1,2022-08-24,S1,PL,APPLICATION_COMPLETED,51,7,0
10188,25650824REUM00033,33500.0,33500.0,24,F,1994-09-19,STREET VENDOR,20000.0,MC,HONDA,WAVE 110I,2022,CH,44500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,29,1,0
10189,25650824ULMB00100,38000.0,37257.05,24,F,1993-09-10,พนักงานบริษัท,15000.0,MC,YAMAHA,N-MAX 155,2018,DA,51000,S2,2022-12-30,S1,PL,APPLICATION_COMPLETED,30,5,0
10207,25650824ULCR00029,178000.0,178000.0,60,M,1978-08-16,ข้าราชการ,50000.0,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,45,18,0
10225,25650824ULCR00122,30000.0,30000.0,36,F,1970-01-17,STREET VENDOR,20000.0,CAR,TOYOTA,SOLUNA,2002,CO,93500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,53,21,0
10228,25650824ULMB00112,27000.0,26988.2,36,M,1991-04-02,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,32,11,0
10232,25650824ULCR00125,270000.0,270000.0,60,M,1987-05-27,พนักงานบริษัท,40000.0,PU,TOYOTA,HILUX REVO,2016,DE,340000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,36,7,0
10234,25650824ULMB00123,25000.0,22802.7,24,F,1986-03-16,พนักงานบริษัท,15000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,2022-08-24,S1,PL,APPLICATION_COMPLETED,37,5,0
10239,25650824ULMB00129,29000.0,29000.0,24,F,1969-12-28,STREET VENDOR,50000.0,MC,HONDA,CLICK 125I,2020,BG,44500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,54,3,0
10250,25650824REUM00043,21000.0,20474.67,18,M,1988-06-14,พนักงานบริษัท,13000.0,MC,HONDA,MSX 125,2017,BP,28000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,35,6,0
10265,25650824ULCR00113,150000.0,150000.0,60,F,1992-11-01,อื่นๆ,15000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,31,19,0
10274,25650824ULCR00159,79000.0,79000.0,48,M,1971-07-14,อื่นๆ,15000.0,PU,ISUZU,DRAGON EYE,2001,DD,159500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,52,22,0
10282,25650824REUC00106,256000.0,251682.9,60,M,1984-11-16,พนักงานบริษัท,24000.0,PU,ISUZU,D-MAX,2013,BO,319000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,39,10,0
10309,25650824ULMB00159,50000.0,47219.57,36,F,1970-12-12,STREET VENDOR,20000.0,MC,VESPA,SPRINT 125,2016,AN,71900,S1,2023-01-13,S2,PL,APPLICATION_COMPLETED,53,7,0
10310,25650824ULMB00162,14700.0,13558.5,18,F,1988-08-24,อื่นๆ,18000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-08-24,S1,PL,APPLICATION_COMPLETED,35,10,0
10347,25650824REUM00039,31500.0,31500.0,36,F,1986-01-01,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2022-11-27,S1,NPL,APPLICATION_COMPLETED,37,5,1
10353,25650824REUC00121,120000.0,119647.61,48,F,1984-02-27,บุคลากรทางการแพทย์,36260.0,CAR,HONDA,CITY,2006,AL,162000,S2,2022-12-22,S1,PL,APPLICATION_COMPLETED,39,17,0
10361,25650825REUM00002,28500.0,27353.07,36,F,1961-06-10,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,62,11,0
10379,25650825ULMB00031,26500.0,22752.22,12,M,1985-10-24,ข้าราชการ,25000.0,MC,HONDA,WAVE 125 I,2020,EC,40900,S1,2022-12-26,S2,PL,APPLICATION_COMPLETED,38,3,0
10393,25650825ULCR00022,155000.0,155000.0,60,F,1987-07-05,พนักงานบริษัท,18000.0,CAR,HONDA,CITY,2009,BK,239500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,36,14,0
10399,25650825ULMB00015,19500.0,19453.31,36,F,1981-04-26,เกษตรกร,10750.0,MC,HONDA,MSX 125,2014,BB,26000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,42,9,0
10406,25650825ULMB00051,30000.0,29711.0,24,M,1985-12-22,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,38,10,1
10421,25650825ULMB00046,22000.0,21825.03,36,F,1993-05-25,STREET VENDOR,20000.0,MC,HONDA,SCOOPY I,2017,CX,44000,S2,2022-12-28,S1,PL,APPLICATION_COMPLETED,30,6,0
10447,25650825REUM00023,30500.0,28693.09,12,F,1979-09-29,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,44,5,0
10452,25650825REUC00040,210000.0,210000.0,60,F,1978-07-18,อื่นๆ,25000.0,PU,TOYOTA,HILUX VIGO,2006,DC,270500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,45,17,0
10462,25650825ULMB00074,23500.0,22598.83,24,F,1999-12-04,STREET VENDOR,30000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,2022-08-25,S1,PL,APPLICATION_COMPLETED,24,5,0
10468,25650825ULCR00090,128300.0,128300.0,60,M,1990-08-11,STREET VENDOR,35000.0,PU,MITSUBISHI,TRITON,2010,AZ,197500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,33,13,0
10475,25650825ULCR00082,240000.0,240000.0,60,F,1984-07-11,STREET VENDOR,14000.0,PU,ISUZU,D-MAX,2010,CF,298500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,39,13,0
10479,25650825ULCR00088,156000.0,156000.0,60,F,1986-12-31,STREET VENDOR,15000.0,CAR,HONDA,JAZZ,2008,BH,258000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,37,15,0
